PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Child,Fare_per_Age,Title,PricePerPax
647,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,S,False,0.4155684210526316,Mr,7.8958
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,C,False,0.6339285714285714,Col,35.5
649,0,3,"Willey, Mr. Edward",male,28.0,0,0,S.O./P.P. 751,7.55,S,False,0.26964285714285713,Mr,7.55
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,S,False,0.3282608695652174,Miss,7.55
651,0,3,"Mitkoff, Mr. Mito",male,28.0,0,0,349221,7.8958,S,False,0.28199285714285716,Mr,7.8958
652,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,S,False,1.2777777777777777,Miss,11.5
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0,0,8475,8.4333,S,False,0.40158571428571427,Mr,8.4333
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,28.0,0,0,330919,7.8292,Q,False,0.2796142857142857,Miss,7.8292
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,Q,False,0.375,Miss,6.75
656,0,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879,73.5,S,False,3.0625,Mr,24.5
657,0,3,"Radeff, Mr. Alexander",male,28.0,0,0,349223,7.8958,S,False,0.28199285714285716,Mr,7.8958
658,0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849,15.5,Q,False,0.484375,Mrs,5.166666666666667
659,0,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,S,False,0.5652173913043478,Mr,13.0
660,0,1,"Newell, Mr. Arthur Webster",male,58.0,0,2,35273,113.275,C,False,1.9530172413793105,Mr,37.75833333333333
661,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,133.65,S,False,2.673,Dr,44.550000000000004
662,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623,7.225,C,False,0.18062499999999998,Mr,7.225
663,0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727,25.5875,S,False,0.5444148936170212,Mr,25.5875
664,0,3,"Coleff, Mr. Peju",male,36.0,0,0,349210,7.4958,S,False,0.20821666666666666,Mr,7.4958
665,1,3,"Lindqvist, Mr. Eino William",male,20.0,1,0,STON/O 2. 3101285,7.925,S,False,0.39625,Mr,3.9625
666,0,2,"Hickman, Mr. Lewis",male,32.0,2,0,S.O.C. 14879,73.5,S,False,2.296875,Mr,24.5
667,0,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,S,False,0.52,Mr,13.0
668,0,3,"Rommetvedt, Mr. Knud Paust",male,28.0,0,0,312993,7.775,S,False,0.27767857142857144,Mr,7.775
669,0,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,S,False,0.18720930232558142,Mr,8.05
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,28.0,1,0,19996,52.0,S,False,1.8571428571428572,Mrs,26.0
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,S,False,0.975,Mrs,13.0
672,0,1,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750,52.0,S,False,1.6774193548387097,Mr,26.0
673,0,2,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580,10.5,S,False,0.15,Mr,10.5
674,1,2,"Wilhelms, Mr. Charles",male,31.0,0,0,244270,13.0,S,False,0.41935483870967744,Mr,13.0
675,0,2,"Watson, Mr. Ennis Hastings",male,28.0,0,0,239856,0.0,S,False,0.0,Mr,0.0
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,S,False,0.43194444444444446,Mr,7.775
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,S,False,0.3285714285714286,Mr,8.05
678,1,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,9.8417,S,False,0.546761111111111,Miss,9.8417
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,S,False,1.0906976744186045,Mrs,5.8625
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755,512.3292,C,False,14.231366666666666,Mr,256.1646
681,0,3,"Peters, Miss. Katie",female,28.0,0,0,330935,8.1375,Q,False,0.29062499999999997,Miss,8.1375
682,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,C,False,2.8418222222222225,Mr,76.7292
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,S,False,0.46125,Mr,9.225
684,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,S,True,3.35,Mr,5.8625
685,0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,39.0,S,False,0.65,Mr,13.0
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,C,False,1.663168,Mr,10.3948
687,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,S,True,2.8348214285714284,Mr,6.614583333333333
688,0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,S,False,0.5353052631578947,Mr,10.1708
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,S,False,0.4331,Mr,7.7958
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,S,True,14.089166666666667,Miss,105.66875
691,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,S,False,1.8387096774193548,Mr,28.5
692,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,C,True,3.354175,Miss,6.70835
693,1,3,"Lam, Mr. Ali",male,28.0,0,0,1601,56.4958,S,False,2.017707142857143,Mr,56.4958
694,0,3,"Saad, Mr. Khalil",male,25.0,0,0,2672,7.225,C,False,0.289,Mr,7.225
695,0,1,"Weir, Col. John",male,60.0,0,0,113800,26.55,S,False,0.4425,Col,26.55
696,0,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,13.5,S,False,0.25961538461538464,Mr,13.5
697,0,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,S,False,0.18295454545454548,Mr,8.05
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,28.0,0,0,35852,7.7333,Q,False,0.2761892857142857,Miss,7.7333
699,0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C,False,2.2629244897959184,Mr,36.9611
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,S,False,0.18214285714285716,Mr,7.65
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C,False,12.640277777777778,Mrs,113.7625
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,26.2875,S,False,0.7510714285714286,Mr,26.2875
703,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,C,False,0.8030111111111111,Miss,7.2271
704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,Q,False,0.309668,Mr,7.7417
705,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,S,False,0.3020846153846154,Mr,3.9271
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,S,False,0.6666666666666666,Mr,26.0
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,S,False,0.3,Mrs,13.5
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,S,False,0.6258928571428571,Mr,26.2875
709,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,S,False,6.888636363636365,Miss,151.55
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,28.0,1,1,2661,15.2458,C,False,0.5444928571428571,Master,5.081933333333333
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C,False,2.062675,Mlle,49.5042
712,0,1,"Klaber, Mr. Herman",male,28.0,0,0,113028,26.55,S,False,0.9482142857142858,Mr,26.55
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,S,False,1.0833333333333333,Mr,26.0
714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,S,False,0.3270103448275862,Mr,9.4833
715,0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,S,False,0.25,Mr,13.0
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,S,False,0.40263157894736845,Mr,7.65
717,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C,False,5.9875,Miss,227.525
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,S,False,0.3888888888888889,Miss,10.5
719,0,3,"McEvoy, Mr. Michael",male,28.0,0,0,36568,15.5,Q,False,0.5535714285714286,Mr,15.5
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,S,False,0.23560606060606062,Mr,7.775
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,S,True,5.5,Miss,16.5
722,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,S,False,0.4149529411764706,Mr,3.5271
723,0,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,S,False,0.38235294117647056,Mr,13.0
724,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,S,False,0.26,Mr,13.0
725,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,S,False,1.9666666666666668,Mr,26.55
726,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,S,False,0.433125,Mr,8.6625
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,S,False,0.7,Mrs,5.25
728,1,3,"Mannion, Miss. Margareth",female,28.0,0,0,36866,7.7375,Q,False,0.27633928571428573,Miss,7.7375
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,S,False,1.04,Mr,13.0
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,S,False,0.317,Miss,3.9625
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,S,False,7.2875000000000005,Miss,211.3375
732,0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,C,True,1.7079545454545455,Mr,18.7875
733,0,2,"Knight, Mr. Robert J",male,28.0,0,0,239855,0.0,S,False,0.0,Mr,0.0
734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,S,False,0.5652173913043478,Mr,13.0
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,S,False,0.5652173913043478,Mr,13.0
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,S,False,0.5649122807017545,Mr,16.1
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,S,False,0.7161458333333334,Mrs,6.875
738,1,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,512.3292,C,False,14.637977142857144,Mr,512.3292
739,0,3,"Ivanoff, Mr. Kanio",male,28.0,0,0,349201,7.8958,S,False,0.28199285714285716,Mr,7.8958
740,0,3,"Nankoff, Mr. Minko",male,28.0,0,0,349218,7.8958,S,False,0.28199285714285716,Mr,7.8958
741,1,1,"Hawksford, Mr. Walter James",male,28.0,0,0,16988,30.0,S,False,1.0714285714285714,Mr,30.0
742,0,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,S,False,2.1902777777777778,Mr,39.425
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,C,False,12.494047619047619,Miss,52.475
744,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,S,False,0.6708333333333334,Mr,8.05
745,1,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,S,False,0.25564516129032255,Mr,7.925
746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,71.0,S,False,1.0142857142857142,Capt,23.666666666666668
747,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,S,False,1.265625,Mr,6.75
748,1,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,S,False,0.43333333333333335,Miss,13.0
749,0,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,S,False,2.794736842105263,Mr,26.55
750,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,Q,False,0.25,Mr,7.75
751,1,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,S,True,5.75,Miss,7.666666666666667
752,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,S,True,2.0791666666666666,Master,6.2375
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,S,False,0.2878787878787879,Mr,9.5
754,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,S,False,0.34329565217391306,Mr,7.8958
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,S,False,1.3541666666666667,Mrs,16.25
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,S,True,21.641791044776117,Master,4.833333333333333
757,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,S,False,0.27842142857142854,Mr,7.7958
758,0,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,S,False,0.6388888888888888,Mr,11.5
759,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,S,False,0.23676470588235296,Mr,8.05
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,S,False,2.621212121212121,,86.5
761,0,3,"Garfirth, Mr. John",male,28.0,0,0,358585,14.5,S,False,0.5178571428571429,Mr,14.5
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,S,False,0.17378048780487804,Mr,7.125
763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,C,False,0.36146,Mr,7.2292
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,120.0,S,False,3.3333333333333335,Mrs,30.0
765,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,S,False,0.4859375,Mr,7.775
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,S,False,1.5285941176470588,Mrs,38.97915
767,0,1,"Brewe, Dr. Arthur Jackson",male,28.0,0,0,112379,39.6,C,False,1.4142857142857144,Dr,39.6
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,Q,False,0.2540983606557377,Miss,7.75
769,0,3,"Moran, Mr. Daniel J",male,28.0,1,0,371110,24.15,Q,False,0.8624999999999999,Mr,12.075
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,S,False,0.261328125,Mr,8.3625
771,0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,S,False,0.3958333333333333,Mr,9.5
772,0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,7.8542,S,False,0.16362916666666666,Mr,7.8542
773,0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,S,False,0.18421052631578946,Mrs,10.5
774,0,3,"Elias, Mr. Dibo",male,28.0,0,0,2674,7.225,C,False,0.25803571428571426,Mr,7.225
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,S,False,0.42592592592592593,Mrs,4.6
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,S,False,0.4305555555555556,Mr,7.75
777,0,3,"Tobin, Mr. Roger",male,28.0,0,0,383121,7.75,Q,False,0.2767857142857143,Mr,7.75
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,S,True,2.495,Miss,12.475
779,0,3,"Kilgannon, Mr. Thomas J",male,28.0,0,0,36865,7.7375,Q,False,0.27633928571428573,Mr,7.7375
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,S,False,4.914825581395349,Mrs,105.66875
781,1,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,C,True,0.5560923076923077,Miss,7.2292
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,57.0,S,False,3.3529411764705883,Mrs,28.5
783,0,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,30.0,S,False,1.0344827586206897,Mr,30.0
784,0,3,"Johnston, Mr. Andrew G",male,28.0,1,2,W./C. 6607,23.45,S,False,0.8375,Mr,5.8625
785,0,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S,False,0.282,Mr,7.05
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,S,False,0.29,Mr,7.25
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,S,False,0.4164333333333333,Miss,7.4958
788,0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,Q,True,3.640625,Master,4.854166666666667
789,1,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,S,True,20.575,Master,5.14375
790,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,79.2,C,False,1.7217391304347827,Mr,79.2
791,0,3,"Keane, Mr. Andrew ""Andy""",male,28.0,0,0,12460,7.75,Q,False,0.2767857142857143,Mr,7.75
792,0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,S,False,1.625,Mr,26.0
793,0,3,"Sage, Miss. Stella Anna",female,28.0,8,2,CA. 2343,69.55,S,False,2.4839285714285713,Miss,6.322727272727272
794,0,1,"Hoyt, Mr. William Fisher",male,28.0,0,0,PC 17600,30.6958,C,False,1.0962785714285714,Mr,30.6958
795,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,S,False,0.315832,Mr,7.8958
796,0,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,S,False,0.3333333333333333,Mr,13.0
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,25.9292,S,False,0.5291673469387755,Dr,25.9292
798,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,S,False,0.2801064516129032,Mrs,8.6833
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685,7.2292,C,False,0.24097333333333332,Mr,7.2292
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,S,False,0.8049999999999999,Mrs,8.049999999999999
801,0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,S,False,0.38235294117647056,Mr,13.0
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,S,False,0.8467741935483871,Mrs,8.75
803,1,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,S,True,10.909090909090908,Master,30.0
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,C,True,20.277857142857144,Master,4.25835
805,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,S,False,0.2583333333333333,Mr,6.975
806,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,S,False,0.2508064516129032,Mr,7.775
807,0,1,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,S,False,0.0,Mr,0.0
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,S,False,0.43194444444444446,Miss,7.775
809,0,2,"Meyer, Mr. August",male,39.0,0,0,248723,13.0,S,False,0.3333333333333333,Mr,13.0
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,S,False,1.6090909090909091,Mrs,26.55
811,0,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,S,False,0.30336538461538465,Mr,7.8875
812,0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,S,False,0.6192307692307691,Mr,24.15
813,0,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,S,False,0.3,Mr,10.5
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,S,True,5.2124999999999995,Miss,4.4678571428571425
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,S,False,0.26393442622950825,Mr,8.05
816,0,1,"Fry, Mr. Richard",male,28.0,0,0,112058,0.0,S,False,0.0,Mr,0.0
817,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,S,False,0.34456521739130436,Miss,7.925
818,0,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,C,False,1.1936838709677418,Mr,12.334733333333332
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,S,False,0.15,Mr,6.45
820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,S,True,2.79,Master,4.6499999999999995
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,93.5,S,False,1.7980769230769231,Mrs,31.166666666666668
822,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,S,False,0.3208333333333333,Mr,8.6625
823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,S,False,0.0,Jonkheer,0.0
824,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,S,False,0.462037037037037,Mrs,6.2375
825,0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,S,True,19.84375,Master,6.614583333333333
826,0,3,"Flynn, Mr. John",male,28.0,0,0,368323,6.95,Q,False,0.24821428571428572,Mr,6.95
827,0,3,"Lam, Mr. Len",male,28.0,0,0,1601,56.4958,S,False,2.017707142857143,Mr,56.4958
828,1,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,C,True,37.0042,Master,12.334733333333332
829,1,3,"McCormack, Mr. Thomas Joseph",male,28.0,0,0,367228,7.75,Q,False,0.2767857142857143,Mr,7.75
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,S,False,1.2903225806451613,Mrs,80.0
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,C,True,0.9636133333333333,Mrs,7.2271
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,S,True,22.590361445783135,Master,6.25
833,0,3,"Saad, Mr. Amin",male,28.0,0,0,2671,7.2292,C,False,0.2581857142857143,Mr,7.2292
834,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,S,False,0.3414869565217391,Mr,7.8542
835,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,S,False,0.46111111111111114,Mr,8.3
836,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,C,False,2.1322641025641027,Miss,27.71943333333333
837,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,S,False,0.4125,Mr,8.6625
838,0,3,"Sirota, Mr. Maurice",male,28.0,0,0,392092,8.05,S,False,0.28750000000000003,Mr,8.05
839,1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,S,False,1.76549375,Mr,56.4958
840,1,1,"Marechal, Mr. Pierre",male,28.0,0,0,11774,29.7,C,False,1.0607142857142857,Mr,29.7
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,S,False,0.39625,Mr,7.925
842,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,S,False,0.65625,Mr,10.5
843,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,C,False,1.0333333333333334,Miss,31.0
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,C,False,0.18659420289855072,Mr,6.4375
845,0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,S,False,0.5095588235294117,Mr,8.6625
846,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,S,False,0.17976190476190476,Mr,7.55
847,0,3,"Sage, Mr. Douglas Bullen",male,28.0,8,2,CA. 2343,69.55,S,False,2.4839285714285713,Mr,6.322727272727272
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,C,False,0.22559428571428572,Mr,7.8958
849,0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,S,False,1.1785714285714286,Rev,16.5
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,28.0,1,0,17453,89.1042,C,False,3.1822928571428575,Mrs,44.5521
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,S,True,7.81875,Master,4.4678571428571425
852,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,S,False,0.10506756756756758,Mr,7.775
853,0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,C,True,1.6939777777777776,Miss,5.081933333333333
854,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,S,False,2.4625,Miss,19.7
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,S,False,0.5909090909090909,Mrs,13.0
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,S,False,0.5194444444444444,Mrs,4.675
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,S,False,3.6637044444444444,Mrs,54.95556666666667
858,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,S,False,0.5205882352941177,Mr,26.55
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,C,False,0.8024291666666666,Mrs,4.814575
860,0,3,"Razi, Mr. Raihed",male,28.0,0,0,2629,7.2292,C,False,0.2581857142857143,Mr,7.2292
861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,S,False,0.3441048780487805,Mr,4.702766666666666
862,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,S,False,0.5476190476190477,Mr,5.75
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,S,False,0.5401916666666667,Mrs,25.9292
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,28.0,8,2,CA. 2343,69.55,S,False,2.4839285714285713,Miss,6.322727272727272
